patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_49_17,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",validation,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_49_17,S2B_MSIL2A_20180515T094029_49_17,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_56_04,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_56_4,S2B_MSIL2A_20180515T094029_56_4,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_60_89,['Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_60_89,S2B_MSIL2A_20180515T094029_60_89,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_61_72,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_61_72,S2B_MSIL2A_20180515T094029_61_72,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_62_90,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_62_90,S2B_MSIL2A_20180515T094029_62_90,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_74_87,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_74_87,S2B_MSIL2A_20180515T094029_74_87,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_76_00,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_76_0,S2B_MSIL2A_20180515T094029_76_0,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_78_04,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_78_4,S2B_MSIL2A_20180515T094029_78_4,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_79_32,['Coniferous forest' 'Inland waters' 'Urban fabric'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_79_32,S2B_MSIL2A_20180515T094029_79_32,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_82_45,['Coniferous forest' 'Inland waters'],train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_82_45,S2B_MSIL2A_20180515T094029_82_45,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_83_08,['Coniferous forest' 'Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_83_8,S2B_MSIL2A_20180515T094029_83_8,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_83_29,"['Inland waters' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_83_29,S2B_MSIL2A_20180515T094029_83_29,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_83_68,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180517T154802_35VNJ_83_68,S2B_MSIL2A_20180515T094029_83_68,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_01_56,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_1_56,S2B_MSIL2A_20180515T112109_1_56,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_02_80,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_2_80,S2B_MSIL2A_20180515T112109_2_80,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_07_31,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_7_31,S2B_MSIL2A_20180515T112109_7_31,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_10_37,"['Beaches, dunes, sands' 'Marine waters' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_10_37,S2B_MSIL2A_20180515T112109_10_37,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_11_12,['Agro-forestry areas'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_11_12,S2B_MSIL2A_20180515T112109_11_12,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_12_53,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_53,S2B_MSIL2A_20180515T112109_12_53,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_12_79,['Broad-leaved forest' 'Industrial or commercial units'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_12_79,S2B_MSIL2A_20180515T112109_12_79,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_18_72,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_18_72,S2B_MSIL2A_20180515T112109_18_72,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_21_37,"['Arable land' 'Broad-leaved forest' 'Coastal wetlands'
 'Coniferous forest' 'Marine waters' 'Pastures']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_21_37,S2B_MSIL2A_20180515T112109_21_37,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_23_35,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_23_35,S2B_MSIL2A_20180515T112109_23_35,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_28_68,['Agro-forestry areas' 'Broad-leaved forest'],test,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_28_68,S2B_MSIL2A_20180515T112109_28_68,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_30_20,['Broad-leaved forest' 'Mixed forest'],validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_30_20,S2B_MSIL2A_20180515T112109_30_20,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_31_03,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SNC_31_3,S2B_MSIL2A_20180515T112109_31_3,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_31_36,['Broad-leaved forest' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_31_36,S2B_MSIL2A_20180515T112109_31_36,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_42_80,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_42_80,S2B_MSIL2A_20180515T112109_42_80,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_43_88,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_43_88,S2B_MSIL2A_20180515T112109_43_88,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_44_82,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_44_82,S2B_MSIL2A_20180515T112109_44_82,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_46_06,"['Agro-forestry areas' 'Arable land' 'Pastures' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SNC_46_6,S2B_MSIL2A_20180515T112109_46_6,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_46_83,['Agro-forestry areas' 'Arable land' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_46_83,S2B_MSIL2A_20180515T112109_46_83,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_48_78,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_48_78,S2B_MSIL2A_20180515T112109_48_78,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_49_12,['Agro-forestry areas' 'Arable land' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_49_12,S2B_MSIL2A_20180515T112109_49_12,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_49_30,"['Agro-forestry areas' 'Arable land' 'Pastures'
 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_49_30,S2B_MSIL2A_20180515T112109_49_30,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_52_64,['Agro-forestry areas' 'Broad-leaved forest' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_52_64,S2B_MSIL2A_20180515T112109_52_64,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_52_89,"['Agro-forestry areas' 'Arable land' 'Pastures' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_52_89,S2B_MSIL2A_20180515T112109_52_89,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_54_81,"['Agro-forestry areas' 'Arable land' 'Complex cultivation patterns'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_54_81,S2B_MSIL2A_20180515T112109_54_81,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_55_26,['Agro-forestry areas' 'Arable land' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_55_26,S2B_MSIL2A_20180515T112109_55_26,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_55_76,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_55_76,S2B_MSIL2A_20180515T112109_55_76,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_59_66,['Agro-forestry areas' 'Arable land' 'Pastures'],test,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_59_66,S2B_MSIL2A_20180515T112109_59_66,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_60_53,['Agro-forestry areas' 'Arable land' 'Pastures'],test,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_60_53,S2B_MSIL2A_20180515T112109_60_53,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_62_63,['Agro-forestry areas' 'Arable land'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_62_63,S2B_MSIL2A_20180515T112109_62_63,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_63_25,['Agro-forestry areas' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_63_25,S2B_MSIL2A_20180515T112109_63_25,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_64_85,['Agro-forestry areas'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_64_85,S2B_MSIL2A_20180515T112109_64_85,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_65_82,['Agro-forestry areas' 'Arable land' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_65_82,S2B_MSIL2A_20180515T112109_65_82,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_68_04,['Agro-forestry areas' 'Arable land' 'Inland waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SNC_68_4,S2B_MSIL2A_20180515T112109_68_4,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_75_23,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Pastures'],validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_75_23,S2B_MSIL2A_20180515T112109_75_23,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_80_65,['Arable land' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_80_65,S2B_MSIL2A_20180515T112109_80_65,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_84_81,['Arable land' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_84_81,S2B_MSIL2A_20180515T112109_84_81,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_86_48,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_86_48,S2B_MSIL2A_20180515T112109_86_48,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_88_66,"['Agro-forestry areas' 'Arable land' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_88_66,S2B_MSIL2A_20180515T112109_88_66,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_89_46,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Pastures'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_89_46,S2B_MSIL2A_20180515T112109_89_46,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_03_83,['Arable land' 'Coastal wetlands' 'Marine waters' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_3_83,S2B_MSIL2A_20180515T112110_3_83,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_07_60,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_7_60,S2B_MSIL2A_20180515T112110_7_60,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_12_55,['Complex cultivation patterns' 'Urban fabric'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_12_55,S2B_MSIL2A_20180515T112110_12_55,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_15_73,['Agro-forestry areas' 'Arable land'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_15_73,S2B_MSIL2A_20180515T112110_15_73,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_18_14,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_18_14,S2B_MSIL2A_20180515T112110_18_14,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_22_16,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_22_16,S2B_MSIL2A_20180515T112110_22_16,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_23_86,['Arable land' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_23_86,S2B_MSIL2A_20180515T112110_23_86,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_24_15,"['Transitional woodland, shrub' 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_24_15,S2B_MSIL2A_20180515T112110_24_15,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_25_18,"['Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_25_18,S2B_MSIL2A_20180515T112110_25_18,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_26_80,"['Arable land' 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_26_80,S2B_MSIL2A_20180515T112110_26_80,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_29_19,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_29_19,S2B_MSIL2A_20180515T112110_29_19,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_29_28,"['Moors, heathland and sclerophyllous vegetation' 'Permanent crops']",test,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_29_28,S2B_MSIL2A_20180515T112110_29_28,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_29_73,['Broad-leaved forest' 'Complex cultivation patterns' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_29_73,S2B_MSIL2A_20180515T112110_29_73,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_31_01,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_31_1,S2B_MSIL2A_20180515T112110_31_1,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_33_22,"['Arable land' 'Complex cultivation patterns' 'Permanent crops'
 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_33_22,S2B_MSIL2A_20180515T112110_33_22,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_33_69,['Agro-forestry areas' 'Broad-leaved forest' 'Mixed forest' 'Pastures'],validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_33_69,S2B_MSIL2A_20180515T112110_33_69,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_34_56,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_34_56,S2B_MSIL2A_20180515T112110_34_56,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_36_75,"['Agro-forestry areas' 'Arable land' 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_36_75,S2B_MSIL2A_20180515T112110_36_75,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_39_59,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_39_59,S2B_MSIL2A_20180515T112110_39_59,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_42_82,"['Agro-forestry areas' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_42_82,S2B_MSIL2A_20180515T112110_42_82,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_43_82,"['Agro-forestry areas' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_43_82,S2B_MSIL2A_20180515T112110_43_82,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_45_15,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_45_15,S2B_MSIL2A_20180515T112110_45_15,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_46_65,"['Agro-forestry areas' 'Broad-leaved forest' 'Coniferous forest'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_46_65,S2B_MSIL2A_20180515T112110_46_65,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_47_80,['Agro-forestry areas' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_47_80,S2B_MSIL2A_20180515T112110_47_80,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_48_48,['Agro-forestry areas' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_48_48,S2B_MSIL2A_20180515T112110_48_48,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_51_58,"['Broad-leaved forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_51_58,S2B_MSIL2A_20180515T112110_51_58,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_51_72,['Broad-leaved forest' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_51_72,S2B_MSIL2A_20180515T112110_51_72,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_53_02,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_53_2,S2B_MSIL2A_20180515T112110_53_2,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_53_84,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_53_84,S2B_MSIL2A_20180515T112110_53_84,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_55_18,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_55_18,S2B_MSIL2A_20180515T112110_55_18,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_59_77,"['Agro-forestry areas' 'Broad-leaved forest' 'Mixed forest'
 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_59_77,S2B_MSIL2A_20180515T112110_59_77,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_64_24,['Broad-leaved forest' 'Inland waters' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_64_24,S2B_MSIL2A_20180515T112110_64_24,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_69_69,['Agro-forestry areas' 'Arable land'],validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_69_69,S2B_MSIL2A_20180515T112110_69_69,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_70_04,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_70_4,S2B_MSIL2A_20180515T112110_70_4,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_70_76,['Agro-forestry areas' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_70_76,S2B_MSIL2A_20180515T112110_70_76,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_76_34,['Arable land' 'Mixed forest'],validation,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_76_34,S2B_MSIL2A_20180515T112110_76_34,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_79_16,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_79_16,S2B_MSIL2A_20180515T112110_79_16,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_83_58,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Inland waters'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_83_58,S2B_MSIL2A_20180515T112110_83_58,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_85_63,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Inland waters'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_85_63,S2B_MSIL2A_20180515T112110_85_63,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_85_77,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_85_77,S2B_MSIL2A_20180515T112110_85_77,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_86_07,"['Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_86_7,S2B_MSIL2A_20180515T112110_86_7,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_11_60,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_11_60,S2B_MSIL2A_20180521T100029_11_60,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_17_90,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_17_90,S2B_MSIL2A_20180521T100029_17_90,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_18_57,['Marine waters'],validation,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_18_57,S2B_MSIL2A_20180521T100029_18_57,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_20_35,['Marine waters'],validation,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_20_35,S2B_MSIL2A_20180521T100029_20_35,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_21_48,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_21_48,S2B_MSIL2A_20180521T100029_21_48,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_25_84,['Arable land' 'Coniferous forest'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_25_84,S2B_MSIL2A_20180521T100029_25_84,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_25_85,"['Arable land' 'Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_25_85,S2B_MSIL2A_20180521T100029_25_85,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_27_42,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_27_42,S2B_MSIL2A_20180521T100029_27_42,False,False
