patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_30_43,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_30_43,S2B_MSIL2A_20180201T093219_30_43,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_33_28,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_33_28,S2B_MSIL2A_20180201T093219_33_28,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_34_27,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_34_27,S2B_MSIL2A_20180201T093219_34_27,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_36_10,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180203T044529_34TEP_36_10,S2B_MSIL2A_20180201T093219_36_10,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_36_53,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_36_53,S2B_MSIL2A_20180201T093219_36_53,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_37_74,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_37_74,S2B_MSIL2A_20180201T093219_37_74,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_37_85,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_37_85,S2B_MSIL2A_20180201T093219_37_85,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_38_42,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_38_42,S2B_MSIL2A_20180201T093219_38_42,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_39_90,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_39_90,S2B_MSIL2A_20180201T093219_39_90,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_40_88,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_40_88,S2B_MSIL2A_20180201T093219_40_88,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_44_01,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180203T044529_34TEP_44_1,S2B_MSIL2A_20180201T093219_44_1,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_47_68,"['Arable land' 'Complex cultivation patterns' 'Inland wetlands'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_47_68,S2B_MSIL2A_20180201T093219_47_68,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_48_54,"['Broad-leaved forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_48_54,S2B_MSIL2A_20180201T093219_48_54,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_51_05,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180203T044529_34TEP_51_5,S2B_MSIL2A_20180201T093219_51_5,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_54_89,"['Arable land' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_54_89,S2B_MSIL2A_20180201T093219_54_89,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_56_47,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_56_47,S2B_MSIL2A_20180201T093219_56_47,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_59_38,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_59_38,S2B_MSIL2A_20180201T093219_59_38,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_61_28,"['Broad-leaved forest' 'Transitional woodland, shrub']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_61_28,S2B_MSIL2A_20180201T093219_61_28,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_61_83,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub' 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_61_83,S2B_MSIL2A_20180201T093219_61_83,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_64_32,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_64_32,S2B_MSIL2A_20180201T093219_64_32,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_64_41,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",test,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_64_41,S2B_MSIL2A_20180201T093219_64_41,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_67_01,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180129T043718_34TEP_67_1,S2B_MSIL2A_20180201T093219_67_1,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_69_55,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",validation,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_69_55,S2B_MSIL2A_20180201T093219_69_55,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_77_72,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_77_72,S2B_MSIL2A_20180201T093219_77_72,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_78_27,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_78_27,S2B_MSIL2A_20180201T093219_78_27,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_79_84,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_79_84,S2B_MSIL2A_20180201T093219_79_84,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_80_22,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_80_22,S2B_MSIL2A_20180201T093219_80_22,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_81_44,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_81_44,S2B_MSIL2A_20180201T093219_81_44,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_82_31,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_82_31,S2B_MSIL2A_20180201T093219_82_31,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_82_50,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_82_50,S2B_MSIL2A_20180201T093219_82_50,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_84_36,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_84_36,S2B_MSIL2A_20180201T093219_84_36,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_86_90,['Broad-leaved forest' 'Complex cultivation patterns'],train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_86_90,S2B_MSIL2A_20180201T093219_86_90,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_88_20,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_88_20,S2B_MSIL2A_20180201T093219_88_20,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_89_16,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_89_16,S2B_MSIL2A_20180201T093219_89_16,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_89_62,"['Broad-leaved forest' 'Coniferous forest' 'Pastures'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_89_62,S2B_MSIL2A_20180201T093219_89_62,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_89_63,"['Pastures' 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_89_63,S2B_MSIL2A_20180201T093219_89_63,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_00_67,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_0_67,S2B_MSIL2A_20180204T094159_0_67,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_04_55,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_4_55,S2B_MSIL2A_20180204T094159_4_55,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_09_22,['Coniferous forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_9_22,S2B_MSIL2A_20180204T094159_9_22,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_27_71,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_27_71,S2B_MSIL2A_20180204T094159_27_71,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_29_57,"['Coniferous forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_29_57,S2B_MSIL2A_20180204T094159_29_57,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_30_66,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_30_66,S2B_MSIL2A_20180204T094159_30_66,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_35_69,['Arable land' 'Coastal wetlands' 'Coniferous forest' 'Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_35_69,S2B_MSIL2A_20180204T094159_35_69,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_38_48,['Coniferous forest' 'Mixed forest'],test,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_38_48,S2B_MSIL2A_20180204T094159_38_48,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_42_48,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_42_48,S2B_MSIL2A_20180204T094159_42_48,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_42_63,['Coniferous forest'],test,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_42_63,S2B_MSIL2A_20180204T094159_42_63,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_43_06,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_43_6,S2B_MSIL2A_20180204T094159_43_6,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_78_03,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_78_3,S2B_MSIL2A_20180204T094159_78_3,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_00_59,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_0_59,S2B_MSIL2A_20180204T94160_0_59,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_07_72,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_7_72,S2B_MSIL2A_20180204T94160_7_72,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_18_90,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_18_90,S2B_MSIL2A_20180204T94160_18_90,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_20_14,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20180204T154856_35VNJ_20_14,S2B_MSIL2A_20180204T94160_20_14,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_38_62,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_38_62,S2B_MSIL2A_20180204T94160_38_62,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_41_42,['Coniferous forest' 'Inland waters'],test,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_41_42,S2B_MSIL2A_20180204T94160_41_42,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_47_15,"['Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T154856_35VNJ_47_15,S2B_MSIL2A_20180204T94160_47_15,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_50_42,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_50_42,S2B_MSIL2A_20180204T94160_50_42,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_64_73,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_64_73,S2B_MSIL2A_20180204T094159_64_73,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_74_25,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T154856_35VNJ_74_25,S2B_MSIL2A_20180204T94160_74_25,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_00_57,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_0_57,S2B_MSIL2A_20180204T94161_0_57,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_02_44,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_2_44,S2B_MSIL2A_20180204T94161_2_44,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_12_22,['Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_12_22,S2B_MSIL2A_20180204T94161_12_22,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_34_38,"['Coniferous forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_34_38,S2B_MSIL2A_20180204T94161_34_38,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_44_15,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_44_15,S2B_MSIL2A_20180204T94161_44_15,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_44_18,"['Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_44_18,S2B_MSIL2A_20180204T94161_44_18,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_47_08,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_47_8,S2B_MSIL2A_20180204T94161_47_8,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_58_77,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],validation,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_58_77,S2B_MSIL2A_20180204T94160_58_77,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_62_73,['Arable land' 'Coniferous forest'],validation,Finland,S1A_IW_GRDH_1SDV_20180204T043253_35VPK_62_73,S2B_MSIL2A_20180204T94160_62_73,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_68_62,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",test,Finland,S1A_IW_GRDH_1SDV_20180206T153231_35VPK_68_62,S2B_MSIL2A_20180204T94160_68_62,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_70_50,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180206T153231_35VPK_70_50,S2B_MSIL2A_20180204T94160_70_50,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_75_57,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",validation,Finland,S1A_IW_GRDH_1SDV_20180206T153231_35VPK_75_57,S2B_MSIL2A_20180204T94160_75_57,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_81_22,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180205T042349_35VPK_81_22,S2B_MSIL2A_20180204T94160_81_22,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VPK_85_46,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180206T153231_35VPK_85_46,S2B_MSIL2A_20180204T94160_85_46,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_00_41,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_0_41,S2B_MSIL2A_20180220T114339_0_41,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_01_66,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_1_66,S2B_MSIL2A_20180220T114339_1_66,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_02_09,['Inland waters' 'Inland wetlands' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_2_9,S2B_MSIL2A_20180220T114339_2_9,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_03_67,"['Coniferous forest' 'Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_3_67,S2B_MSIL2A_20180220T114339_3_67,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_05_80,"['Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_5_80,S2B_MSIL2A_20180220T114339_5_80,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_06_88,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_6_88,S2B_MSIL2A_20180220T114339_6_88,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_07_06,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_7_6,S2B_MSIL2A_20180220T114339_7_6,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_08_05,"['Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_8_5,S2B_MSIL2A_20180220T114339_8_5,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_09_29,['Inland waters'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_9_29,S2B_MSIL2A_20180220T114339_9_29,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_09_60,['Coniferous forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_9_60,S2B_MSIL2A_20180220T114339_9_60,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_10_26,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_10_26,S2B_MSIL2A_20180220T114339_10_26,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_14_15,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",validation,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_14_15,S2B_MSIL2A_20180220T114339_14_15,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_15_07,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_15_7,S2B_MSIL2A_20180220T114339_15_7,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_15_76,"['Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_15_76,S2B_MSIL2A_20180220T114339_15_76,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_16_01,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_16_1,S2B_MSIL2A_20180220T114339_16_1,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_16_05,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_16_5,S2B_MSIL2A_20180220T114339_16_5,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_17_04,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_17_4,S2B_MSIL2A_20180220T114339_17_4,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_18_48,"['Coniferous forest' 'Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_18_48,S2B_MSIL2A_20180220T114339_18_48,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_20_31,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_20_31,S2B_MSIL2A_20180220T114339_20_31,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_22_14,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_22_14,S2B_MSIL2A_20180220T114339_22_14,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_22_81,['Coniferous forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_22_81,S2B_MSIL2A_20180220T114339_22_81,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_23_26,"['Inland wetlands'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_23_26,S2B_MSIL2A_20180220T114339_23_26,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_23_30,['Inland waters' 'Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_23_30,S2B_MSIL2A_20180220T114339_23_30,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_23_62,['Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_23_62,S2B_MSIL2A_20180220T114339_23_62,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_25_87,"['Arable land' 'Coniferous forest' 'Inland wetlands' 'Pastures'
 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_25_87,S2B_MSIL2A_20180220T114339_25_87,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_26_10,"['Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_26_10,S2B_MSIL2A_20180220T114339_26_10,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_26_44,['Pastures'],test,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_26_44,S2B_MSIL2A_20180220T114339_26_44,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_27_04,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_27_4,S2B_MSIL2A_20180220T114339_27_4,False,False
